Student_ID,skills,qualification,experience_level,job_role
STU0252,"Java, Spring, SQL, Microservices",Bachelor's in Software Engineering,Senior,Backend Developer
STU0253,"Marketing Campaigns, Social Media, Analytics",Bachelor's in Marketing,Mid,Marketing
STU0254,"HR Policies, Recruitment, Training",Master's in Human Resources,Senior,HR
STU0255,"C#, ASP.NET, SQL Server, Azure",Bachelor's in Computer Science,Mid,C# Developer
STU0256,"Swift, iOS Development, UI/UX, Core Data",Bachelor's in Computer Science,Entry,Mobile Developer
STU0257,"Penetration Testing, Firewalls, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer
STU0258,"Scrum, Agile, Project Management",Master's in Business Administration,Mid,Software Project Manager
STU0259,"Python, Pandas, SQL, Tableau",Master's in Data Science,Entry,Data Analyst
STU0260,"Kubernetes, Helm, AWS, Docker",Bachelor's in Computer Science,Senior,Kubernetes Operations Engineer
STU0261,"HTML, CSS, JavaScript, Vue.js",Bachelor's in Information Technology,Mid,Web Developer
STU0262,"Python, TensorFlow, NLP, Deep Learning",PhD in Artificial Intelligence,Senior,AIML
STU0263,"Java, Kotlin, Android SDK, REST APIs",Bachelor's in Software Engineering,Mid,Mobile Developer
STU0264,"Python, Flask, JavaScript, SQL",Bachelor's in Computer Science,Entry,Full Stack Python Developer
STU0265,"Java, Spring, React, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer
STU0266,"Adobe XD, Figma, UI/UX, Prototyping",Bachelor's in Graphic Design,Mid,Designer
STU0267,"SQL, R, Data Visualization, Statistics",Bachelor's in Statistics,Entry,Data Analyst
STU0268,"C++, Unity, Game Design, VR",Bachelor's in Game Development,Mid,Game Developer
STU0269,"AWS, Jenkins, Docker, Terraform",Bachelor's in Computer Science,Senior,DevOps Engineer
STU0270,"PHP, Laravel, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer
STU0271,"Python, TensorFlow, Keras, NLP",Master's in Data Science,Mid,Data Scientist
STU0272,"Solidity, Ethereum, Web3, Blockchain",Bachelor's in Computer Science,Senior,Blockchain Developer
STU0273,"React, JavaScript, HTML, CSS, Redux",Bachelor's in Computer Science,Mid,Frontend Developer
STU0274,"Java, Hibernate, SQL, REST APIs",Bachelor's in Software Engineering,Senior,Backend Developer
STU0275,"Digital Marketing, SEO, PPC, Analytics",Bachelor's in Marketing,Mid,Marketing
STU0276,"HR Management, Recruitment, Employee Relations",Master's in Human Resources,Senior,HR
STU0277,"C#, .NET Core, Azure, SQL Server",Bachelor's in Computer Science,Mid,C# Developer
STU0278,"Swift, iOS, Xcode, UI/UX",Bachelor's in Computer Science,Entry,Mobile Developer
STU0279,"Network Security, Ethical Hacking, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer
STU0280,"Agile, JIRA, Stakeholder Management",Master's in Business Administration,Mid,Software Project Manager
STU0281,"Python, R, SQL, Machine Learning",Master's in Data Science,Senior,Data Scientist
STU0282,"Figma, Sketch, UI/UX, Wireframing",Bachelor's in Design,Entry,Designer
STU0283,"Kubernetes, Docker, GCP, CI/CD",Bachelor's in Computer Science,Mid,Kubernetes Operations Engineer
STU0284,"JavaScript, Node.js, Express, MongoDB",Bachelor's in Information Technology,Entry,Web Developer
STU0285,"Python, Django, PostgreSQL, JavaScript",Bachelor's in Computer Science,Mid,Full Stack Python Developer
STU0286,"Java, Spring Boot, Angular, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer
STU0287,"C++, Unreal Engine, VR Development",Bachelor's in Game Development,Mid,Game Developer
STU0288,"AWS, Terraform, Jenkins, Linux",Bachelor's in Computer Science,Senior,DevOps Engineer
STU0289,"PHP, Symfony, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer
STU0290,"Solidity, Web3, Ethereum, JavaScript",Bachelor's in Computer Science,Mid,Blockchain Developer
STU0291,"React, TypeScript, HTML, CSS",Bachelor's in Computer Science,Entry,Frontend Developer
STU0292,"Java, Spring, SQL, Microservices",Bachelor's in Software Engineering,Senior,Backend Developer
STU0293,"Marketing Campaigns, Social Media, Analytics",Bachelor's in Marketing,Mid,Marketing
STU0294,"HR Policies, Recruitment, Training",Master's in Human Resources,Senior,HR
STU0295,"C#, ASP.NET, SQL Server, Azure",Bachelor's in Computer Science,Mid,C# Developer
STU0296,"Swift, iOS Development, UI/UX, Core Data",Bachelor's in Computer Science,Entry,Mobile Developer
STU0297,"Penetration Testing, Firewalls, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer
STU0298,"Scrum, Agile, Project Management",Master's in Business Administration,Mid,Software Project Manager
STU0299,"Python, Pandas, SQL, Tableau",Master's in Data Science,Entry,Data Analyst
STU0300,"Kubernetes, Helm, AWS, Docker",Bachelor's in Computer Science,Senior,Kubernetes Operations Engineer
STU0301,"HTML, CSS, JavaScript, Vue.js",Bachelor's in Information Technology,Mid,Web Developer
STU0302,"Python, TensorFlow, NLP, Deep Learning",PhD in Artificial Intelligence,Senior,AIML
STU0303,"Java, Kotlin, Android SDK, REST APIs",Bachelor's in Software Engineering,Mid,Mobile Developer
STU0304,"Python, Flask, JavaScript, SQL",Bachelor's in Computer Science,Entry,Full Stack Python Developer
STU0305,"Java, Spring, React, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer
STU0306,"Adobe XD, Figma, UI/UX, Prototyping",Bachelor's in Graphic Design,Mid,Designer
STU0307,"SQL, R, Data Visualization, Statistics",Bachelor's in Statistics,Entry,Data Analyst
STU0308,"C++, Unity, Game Design, VR",Bachelor's in Game Development,Mid,Game Developer
STU0309,"AWS, Jenkins, Docker, Terraform",Bachelor's in Computer Science,Senior,DevOps Engineer
STU0310,"PHP, Laravel, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer
STU0311,"Python, TensorFlow, Keras, NLP",Master's in Data Science,Mid,Data Scientist
STU0312,"Solidity, Ethereum, Web3, Blockchain",Bachelor's in Computer Science,Senior,Blockchain Developer
STU0313,"React, JavaScript, HTML, CSS, Redux",Bachelor's in Computer Science,Mid,Frontend Developer
STU0314,"Java, Hibernate, SQL, REST APIs",Bachelor's in Software Engineering,Senior,Backend Developer
STU0315,"Digital Marketing, SEO, PPC, Analytics",Bachelor's in Marketing,Mid,Marketing
STU0316,"HR Management, Recruitment, Employee Relations",Master's in Human Resources,Senior,HR
STU0317,"C#, .NET Core, Azure, SQL Server",Bachelor's in Computer Science,Mid,C# Developer
STU0318,"Swift, iOS, Xcode, UI/UX",Bachelor's in Computer Science,Entry,Mobile Developer
STU0319,"Network Security, Ethical Hacking, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer
STU0320,"Agile, JIRA, Stakeholder Management",Master's in Business Administration,Mid,Software Project Manager
STU0321,"Python, R, SQL, Machine Learning",Master's in Data Science,Senior,Data Scientist
STU0322,"Figma, Sketch, UI/UX, Wireframing",Bachelor's in Design,Entry,Designer
STU0323,"Kubernetes, Docker, GCP, CI/CD",Bachelor's in Computer Science,Mid,Kubernetes Operations Engineer
STU0324,"JavaScript, Node.js, Express, MongoDB",Bachelor's in Information Technology,Entry,Web Developer
STU0325,"Python, Django, PostgreSQL, JavaScript",Bachelor's in Computer Science,Mid,Full Stack Python Developer
STU0326,"Java, Spring Boot, Angular, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer
STU0327,"C++, Unreal Engine, VR Development",Bachelor's in Game Development,Mid,Game Developer
STU0328,"AWS, Terraform, Jenkins, Linux",Bachelor's in Computer Science,Senior,DevOps Engineer
STU0329,"PHP, Symfony, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer
STU0330,"Solidity, Web3, Ethereum, JavaScript",Bachelor's in Computer Science,Mid,Blockchain Developer
STU0331,"React, TypeScript, HTML, CSS",Bachelor's in Computer Science,Entry,Frontend Developer
STU0332,"Java, Spring, SQL, Microservices",Bachelor's in Software Engineering,Senior,Backend Developer
STU0333,"Marketing Campaigns, Social Media, Analytics",Bachelor's in Marketing,Mid,Marketing
STU0334,"HR Policies, Recruitment, Training",Master's in Human Resources,Senior,HR
STU0335,"C#, ASP.NET, SQL Server, Azure",Bachelor's in Computer Science,Mid,C# Developer
STU0336,"Swift, iOS Development, UI/UX, Core Data",Bachelor's in Computer Science,Entry,Mobile Developer
STU0337,"Penetration Testing, Firewalls, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer
STU0338,"Scrum, Agile, Project Management",Master's in Business Administration,Mid,Software Project Manager
STU0339,"Python, Pandas, SQL, Tableau",Master's in Data Science,Entry,Data Analyst
STU0340,"Kubernetes, Helm, AWS, Docker",Bachelor's in Computer Science,Senior,Kubernetes Operations Engineer
STU0341,"HTML, CSS, JavaScript, Vue.js",Bachelor's in Information Technology,Mid,Web Developer
STU0342,"Python, TensorFlow, NLP, Deep Learning",PhD in Artificial Intelligence,Senior,AIML
STU0343,"Java, Kotlin, Android SDK, REST APIs",Bachelor's in Software Engineering,Mid,Mobile Developer
STU0344,"Python, Flask, JavaScript, SQL",Bachelor's in Computer Science,Entry,Full Stack Python Developer
STU0345,"Java, Spring, React, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer
STU0346,"Adobe XD, Figma, UI/UX, Prototyping",Bachelor's in Graphic Design,Mid,Designer
STU0347,"SQL, R, Data Visualization, Statistics",Bachelor's in Statistics,Entry,Data Analyst
STU0348,"C++, Unity, Game Design, VR",Bachelor's in Game Development,Mid,Game Developer
STU0349,"AWS, Jenkins, Docker, Terraform",Bachelor's in Computer Science,Senior,DevOps Engineer
STU0350,"PHP, Laravel, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer
STU0351,"Python, TensorFlow, Keras, NLP",Master's in Data Science,Mid,Data Scientist
STU0352,"Solidity, Ethereum, Web3, Blockchain",Bachelor's in Computer Science,Senior,Blockchain Developer
STU0353,"React, JavaScript, HTML, CSS, Redux",Bachelor's in Computer Science,Mid,Frontend Developer
STU0354,"Java, Hibernate, SQL, REST APIs",Bachelor's in Software Engineering,Senior,Backend Developer
STU0355,"Digital Marketing, SEO, PPC, Analytics",Bachelor's in Marketing,Mid,Marketing
STU0356,"HR Management, Recruitment, Employee Relations",Master's in Human Resources,Senior,HR
STU0357,"C#, .NET Core, Azure, SQL Server",Bachelor's in Computer Science,Mid,C# Developer
STU0358,"Swift, iOS, Xcode, UI/UX",Bachelor's in Computer Science,Entry,Mobile Developer
STU0359,"Network Security, Ethical Hacking, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer
STU0360,"Agile, JIRA, Stakeholder Management",Master's in Business Administration,Mid,Software Project Manager
STU0361,"Python, R, SQL, Machine Learning",Master's in Data Science,Senior,Data Scientist
STU0362,"Figma, Sketch, UI/UX, Wireframing",Bachelor's in Design,Entry,Designer
STU0363,"Kubernetes, Docker, GCP, CI/CD",Bachelor's in Computer Science,Mid,Kubernetes Operations Engineer
STU0364,"JavaScript, Node.js, Express, MongoDB",Bachelor's in Information Technology,Entry,Web Developer
STU0365,"Python, Django, PostgreSQL, JavaScript",Bachelor's in Computer Science,Mid,Full Stack Python Developer
STU0366,"Java, Spring Boot, Angular, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer
STU0367,"C++, Unreal Engine, VR Development",Bachelor's in Game Development,Mid,Game Developer
STU0368,"AWS, Terraform, Jenkins, Linux",Bachelor's in Computer Science,Senior,DevOps Engineer
STU0369,"PHP, Symfony, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer
STU0370,"Solidity, Web3, Ethereum, JavaScript",Bachelor's in Computer Science,Mid,Blockchain Developer
STU0371,"React, TypeScript, HTML, CSS",Bachelor's in Computer Science,Entry,Frontend Developer
STU0372,"Java, Spring, SQL, Microservices",Bachelor's in Software Engineering,Senior,Backend Developer
STU0373,"Marketing Campaigns, Social Media, Analytics",Bachelor's in Marketing,Mid,Marketing
STU0374,"HR Policies, Recruitment, Training",Master's in Human Resources,Senior,HR
STU0375,"C#, ASP.NET, SQL Server, Azure",Bachelor's in Computer Science,Mid,C# Developer
STU0376,"Swift, iOS Development, UI/UX, Core Data",Bachelor's in Computer Science,Entry,Mobile Developer
STU0377,"Penetration Testing, Firewalls, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer
STU0378,"Scrum, Agile, Project Management",Master's in Business Administration,Mid,Software Project Manager
STU0379,"Python, Pandas, SQL, Tableau",Master's in Data Science,Entry,Data Analyst
STU0380,"Kubernetes, Helm, AWS, Docker",Bachelor's in Computer Science,Senior,Kubernetes Operations Engineer
STU0381,"HTML, CSS, JavaScript, Vue.js",Bachelor's in Information Technology,Mid,Web Developer
STU0382,"Python, TensorFlow, NLP, Deep Learning",PhD in Artificial Intelligence,Senior,AIML
STU0383,"Java, Kotlin, Android SDK, REST APIs",Bachelor's in Software Engineering,Mid,Mobile Developer
STU0384,"Python, Flask, JavaScript, SQL",Bachelor's in Computer Science,Entry,Full Stack Python Developer
STU0385,"Java, Spring, React, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer
STU0386,"Adobe XD, Figma, UI/UX, Prototyping",Bachelor's in Graphic Design,Mid,Designer
STU0387,"SQL, R, Data Visualization, Statistics",Bachelor's in Statistics,Entry,Data Analyst
STU0388,"C++, Unity, Game Design, VR",Bachelor's in Game Development,Mid,Game Developer
STU0389,"AWS, Jenkins, Docker, Terraform",Bachelor's in Computer Science,Senior,DevOps Engineer
STU0390,"PHP, Laravel, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer
STU0391,"Python, TensorFlow, Keras, NLP",Master's in Data Science,Mid,Data Scientist
STU0392,"Solidity, Ethereum, Web3, Blockchain",Bachelor's in Computer Science,Senior,Blockchain Developer
STU0393,"React, JavaScript, HTML, CSS, Redux",Bachelor's in Computer Science,Mid,Frontend Developer
STU0394,"Java, Hibernate, SQL, REST APIs",Bachelor's in Software Engineering,Senior,Backend Developer
STU0395,"Digital Marketing, SEO, PPC, Analytics",Bachelor's in Marketing,Mid,Marketing
STU0396,"HR Management, Recruitment, Employee Relations",Master's in Human Resources,Senior,HR
STU0397,"C#, .NET Core, Azure, SQL Server",Bachelor's in Computer Science,Mid,C# Developer
STU0398,"Swift, iOS, Xcode, UI/UX",Bachelor's in Computer Science,Entry,Mobile Developer
STU0399,"Network Security, Ethical Hacking, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer
STU0400,"Agile, JIRA, Stakeholder Management",Master's in Business Administration,Mid,Software Project Manager
STU0401,"Python, R, SQL, Machine Learning",Master's in Data Science,Senior,Data Scientist
STU0402,"Figma, Sketch, UI/UX, Wireframing",Bachelor's in Design,Entry,Designer
STU0403,"Kubernetes, Docker, GCP, CI/CD",Bachelor's in Computer Science,Mid,Kubernetes Operations Engineer
STU0404,"JavaScript, Node.js, Express, MongoDB",Bachelor's in Information Technology,Entry,Web Developer
STU0405,"Python, Django, PostgreSQL, JavaScript",Bachelor's in Computer Science,Mid,Full Stack Python Developer
STU0406,"Java, Spring Boot, Angular, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer
STU0407,"C++, Unreal Engine, VR Development",Bachelor's in Game Development,Mid,Game Developer
STU0408,"AWS, Terraform, Jenkins, Linux",Bachelor's in Computer Science,Senior,DevOps Engineer
STU0409,"PHP, Symfony, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer
STU0410,"Solidity, Web3, Ethereum, JavaScript",Bachelor's in Computer Science,Mid,Blockchain Developer
STU0411,"React, TypeScript, HTML, CSS",Bachelor's in Computer Science,Entry,Frontend Developer
STU0412,"Java, Spring, SQL, Microservices",Bachelor's in Software Engineering,Senior,Backend Developer
STU0413,"Marketing Campaigns, Social Media, Analytics",Bachelor's in Marketing,Mid,Marketing
STU0414,"HR Policies, Recruitment, Training",Master's in Human Resources,Senior,HR
STU0415,"C#, ASP.NET, SQL Server, Azure",Bachelor's in Computer Science,Mid,C# Developer
STU0416,"Swift, iOS Development, UI/UX, Core Data",Bachelor's in Computer Science,Entry,Mobile Developer
STU0417,"Penetration Testing, Firewalls, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer
STU0418,"Scrum, Agile, Project Management",Master's in Business Administration,Mid,Software Project Manager
STU0419,"Python, Pandas, SQL, Tableau",Master's in Data Science,Entry,Data Analyst
STU0420,"Kubernetes, Helm, AWS, Docker",Bachelor's in Computer Science,Senior,Kubernetes Operations Engineer
STU0421,"HTML, CSS, JavaScript, Vue.js",Bachelor's in Information Technology,Mid,Web Developer
STU0422,"Python, TensorFlow, NLP, Deep Learning",PhD in Artificial Intelligence,Senior,AIML
STU0423,"Java, Kotlin, Android SDK, REST APIs",Bachelor's in Software Engineering,Mid,Mobile Developer
STU0424,"Python, Flask, JavaScript, SQL",Bachelor's in Computer Science,Entry,Full Stack Python Developer
STU0425,"Java, Spring, React, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer
STU0426,"Adobe XD, Figma, UI/UX, Prototyping",Bachelor's in Graphic Design,Mid,Designer
STU0427,"SQL, R, Data Visualization, Statistics",Bachelor's in Statistics,Entry,Data Analyst
STU0428,"C++, Unity, Game Design, VR",Bachelor's in Game Development,Mid,Game Developer
STU0429,"AWS, Jenkins, Docker, Terraform",Bachelor's in Computer Science,Senior,DevOps Engineer
STU0430,"PHP, Laravel, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer
STU0431,"Python, TensorFlow, Keras, NLP",Master's in Data Science,Mid,Data Scientist
STU0432,"Solidity, Ethereum, Web3, Blockchain",Bachelor's in Computer Science,Senior,Blockchain Developer
STU0433,"React, JavaScript, HTML, CSS, Redux",Bachelor's in Computer Science,Mid,Frontend Developer
STU0434,"Java, Hibernate, SQL, REST APIs",Bachelor's in Software Engineering,Senior,Backend Developer
STU0435,"Digital Marketing, SEO, PPC, Analytics",Bachelor's in Marketing,Mid,Marketing
STU0436,"HR Management, Recruitment, Employee Relations",Master's in Human Resources,Senior,HR
STU0437,"C#, .NET Core, Azure, SQL Server",Bachelor's in Computer Science,Mid,C# Developer
STU0438,"Swift, iOS, Xcode, UI/UX",Bachelor's in Computer Science,Entry,Mobile Developer
STU0439,"Network Security, Ethical Hacking, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer
STU0440,"Agile, JIRA, Stakeholder Management",Master's in Business Administration,Mid,Software Project Manager
STU0441,"Python, R, SQL, Machine Learning",Master's in Data Science,Senior,Data Scientist
STU0442,"Figma, Sketch, UI/UX, Wireframing",Bachelor's in Design,Entry,Designer
STU0443,"Kubernetes, Docker, GCP, CI/CD",Bachelor's in Computer Science,Mid,Kubernetes Operations Engineer
STU0444,"JavaScript, Node.js, Express, MongoDB",Bachelor's in Information Technology,Entry,Web Developer
STU0445,"Python, Django, PostgreSQL, JavaScript",Bachelor's in Computer Science,Mid,Full Stack Python Developer
STU0446,"Java, Spring Boot, Angular, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer
STU0447,"C++, Unreal Engine, VR Development",Bachelor's in Game Development,Mid,Game Developer
STU0448,"AWS, Terraform, Jenkins, Linux",Bachelor's in Computer Science,Senior,DevOps Engineer
STU0449,"PHP, Symfony, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer
STU0450,"Solidity, Web3, Ethereum, JavaScript",Bachelor's in Computer Science,Mid,Blockchain Developer
STU0451,"React, TypeScript, HTML, CSS",Bachelor's in Computer Science,Entry,Frontend Developer
STU0452,"Java, Spring, SQL, Microservices",Bachelor's in Software Engineering,Senior,Backend Developer
STU0453,"Marketing Campaigns, Social Media, Analytics",Bachelor's in Marketing,Mid,Marketing
STU0454,"HR Policies, Recruitment, Training",Master's in Human Resources,Senior,HR
STU0455,"C#, ASP.NET, SQL Server, Azure",Bachelor's in Computer Science,Mid,C# Developer
STU0456,"Swift, iOS Development, UI/UX, Core Data",Bachelor's in Computer Science,Entry,Mobile Developer
STU0457,"Penetration Testing, Firewalls, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer
STU0458,"Scrum, Agile, Project Management",Master's in Business Administration,Mid,Software Project Manager
STU0459,"Python, Pandas, SQL, Tableau",Master's in Data Science,Entry,Data Analyst
STU0460,"Kubernetes, Helm, AWS, Docker",Bachelor's in Computer Science,Senior,Kubernetes Operations Engineer
STU0461,"HTML, CSS, JavaScript, Vue.js",Bachelor's in Information Technology,Mid,Web Developer
STU0462,"Python, TensorFlow, NLP, Deep Learning",PhD in Artificial Intelligence,Senior,AIML
STU0463,"Java, Kotlin, Android SDK, REST APIs",Bachelor's in Software Engineering,Mid,Mobile Developer
STU0464,"Python, Flask, JavaScript, SQL",Bachelor's in Computer Science,Entry,Full Stack Python Developer
STU0465,"Java, Spring, React, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer
STU0466,"Adobe XD, Figma, UI/UX, Prototyping",Bachelor's in Graphic Design,Mid,Designer
STU0467,"SQL, R, Data Visualization, Statistics",Bachelor's in Statistics,Entry,Data Analyst
STU0468,"C++, Unity, Game Design, VR",Bachelor's in Game Development,Mid,Game Developer
STU0469,"AWS, Jenkins, Docker, Terraform",Bachelor's in Computer Science,Senior,DevOps Engineer
STU0470,"PHP, Laravel, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer
STU0471,"Python, TensorFlow, Keras, NLP",Master's in Data Science,Mid,Data Scientist
STU0472,"Solidity, Ethereum, Web3, Blockchain",Bachelor's in Computer Science,Senior,Blockchain Developer
STU0473,"React, JavaScript, HTML, CSS, Redux",Bachelor's in Computer Science,Mid,Frontend Developer
STU0474,"Java, Hibernate, SQL, REST APIs",Bachelor's in Software Engineering,Senior,Backend Developer
STU0475,"Digital Marketing, SEO, PPC, Analytics",Bachelor's in Marketing,Mid,Marketing
STU0476,"HR Management, Recruitment, Employee Relations",Master's in Human Resources,Senior,HR
STU0477,"C#, .NET Core, Azure, SQL Server",Bachelor's in Computer Science,Mid,C# Developer
STU0478,"Swift, iOS, Xcode, UI/UX",Bachelor's in Computer Science,Entry,Mobile Developer
STU0479,"Network Security, Ethical Hacking, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer
STU0480,"Agile, JIRA, Stakeholder Management",Master's in Business Administration,Mid,Software Project Manager
STU0481,"Python, R, SQL, Machine Learning",Master's in Data Science,Senior,Data Scientist
STU0482,"Figma, Sketch, UI/UX, Wireframing",Bachelor's in Design,Entry,Designer
STU0483,"Kubernetes, Docker, GCP, CI/CD",Bachelor's in Computer Science,Mid,Kubernetes Operations Engineer
STU0484,"JavaScript, Node.js, Express, MongoDB",Bachelor's in Information Technology,Entry,Web Developer
STU0485,"Python, Django, PostgreSQL, JavaScript",Bachelor's in Computer Science,Mid,Full Stack Python Developer
STU0486,"Java, Spring Boot, Angular, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer
STU0487,"C++, Unreal Engine, VR Development",Bachelor's in Game Development,Mid,Game Developer
STU0488,"AWS, Terraform, Jenkins, Linux",Bachelor's in Computer Science,Senior,DevOps Engineer
STU0489,"PHP, Symfony, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer
STU0490,"Solidity, Web3, Ethereum, JavaScript",Bachelor's in Computer Science,Mid,Blockchain Developer
STU0491,"React, TypeScript, HTML, CSS",Bachelor's in Computer Science,Entry,Frontend Developer
STU0492,"Java, Spring, SQL, Microservices",Bachelor's in Software Engineering,Senior,Backend Developer
STU0493,"Marketing Campaigns, Social Media, Analytics",Bachelor's in Marketing,Mid,Marketing
STU0494,"HR Policies, Recruitment, Training",Master's in Human Resources,Senior,HR
STU0495,"C#, ASP.NET, SQL Server, Azure",Bachelor's in Computer Science,Mid,C# Developer
STU0496,"Swift, iOS Development, UI/UX, Core Data",Bachelor's in Computer Science,Entry,Mobile Developer
STU0497,"Penetration Testing, Firewalls, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer
STU0498,"Scrum, Agile, Project Management",Master's in Business Administration,Mid,Software Project Manager
STU0499,"Python, Pandas, SQL, Tableau",Master's in Data Science,Entry,Data Analyst
STU0500,"Kubernetes, Helm, AWS, Docker",Bachelor's in Computer Science,Senior,Kubernetes Operations Engineer
STU0501,"HTML, CSS, JavaScript, Vue.js",Bachelor's in Information Technology,Mid,Web Developer
