Student_ID,skills,qualification,experience_level,job_role
STU0502,"Python, TensorFlow, NLP, Deep Learning",PhD in Artificial Intelligence,Senior,AIML
STU0503,"Java, Kotlin, Android SDK, REST APIs",Bachelor's in Software Engineering,Mid,Mobile Developer
STU0504,"Python, Flask, JavaScript, SQL",Bachelor's in Computer Science,Entry,Full Stack Python Developer
STU0505,"Java, Spring, React, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer
STU0506,"Adobe XD, Figma, UI/UX, Prototyping",Bachelor's in Graphic Design,Mid,Designer
STU0507,"SQL, R, Data Visualization, Statistics",Bachelor's in Statistics,Entry,Data Analyst
STU0508,"C++, Unity, Game Design, VR",Bachelor's in Game Development,Mid,Game Developer
STU0509,"AWS, Jenkins, Docker, Terraform",Bachelor's in Computer Science,Senior,DevOps Engineer
STU0510,"PHP, Laravel, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer
STU0511,"Python, TensorFlow, Keras, NLP",Master's in Data Science,Mid,Data Scientist
STU0512,"Solidity, Ethereum, Web3, Blockchain",Bachelor's in Computer Science,Senior,Blockchain Developer
STU0513,"React, JavaScript, HTML, CSS, Redux",Bachelor's in Computer Science,Mid,Frontend Developer
STU0514,"Java, Hibernate, SQL, REST APIs",Bachelor's in Software Engineering,Senior,Backend Developer
STU0515,"Digital Marketing, SEO, PPC, Analytics",Bachelor's in Marketing,Mid,Marketing
STU0516,"HR Management, Recruitment, Employee Relations",Master's in Human Resources,Senior,HR
STU0517,"C#, .NET Core, Azure, SQL Server",Bachelor's in Computer Science,Mid,C# Developer
STU0518,"Swift, iOS, Xcode, UI/UX",Bachelor's in Computer Science,Entry,Mobile Developer
STU0519,"Network Security, Ethical Hacking, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer
STU0520,"Agile, JIRA, Stakeholder Management",Master's in Business Administration,Mid,Software Project Manager
STU0521,"Python, R, SQL, Machine Learning",Master's in Data Science,Senior,Data Scientist
STU0522,"Figma, Sketch, UI/UX, Wireframing",Bachelor's in Design,Entry,Designer
STU0523,"Kubernetes, Docker, GCP, CI/CD",Bachelor's in Computer Science,Mid,Kubernetes Operations Engineer
STU0524,"JavaScript, Node.js, Express, MongoDB",Bachelor's in Information Technology,Entry,Web Developer
STU0525,"Python, Django, PostgreSQL, JavaScript",Bachelor's in Computer Science,Mid,Full Stack Python Developer
STU0526,"Java, Spring Boot, Angular, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer
STU0527,"C++, Unreal Engine, VR Development",Bachelor's in Game Development,Mid,Game Developer
STU0528,"AWS, Terraform, Jenkins, Linux",Bachelor's in Computer Science,Senior,DevOps Engineer
STU0529,"PHP, Symfony, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer
STU0530,"Solidity, Web3, Ethereum, JavaScript",Bachelor's in Computer Science,Mid,Blockchain Developer
STU0531,"React, TypeScript, HTML, CSS",Bachelor's in Computer Science,Entry,Frontend Developer
STU0532,"Java, Spring, SQL, Microservices",Bachelor's in Software Engineering,Senior,Backend Developer
STU0533,"Marketing Campaigns, Social Media, Analytics",Bachelor's in Marketing,Mid,Marketing
STU0534,"HR Policies, Recruitment, Training",Master's in Human Resources,Senior,HR
STU0535,"C#, ASP.NET, SQL Server, Azure",Bachelor's in Computer Science,Mid,C# Developer
STU0536,"Swift, iOS Development, UI/UX, Core Data",Bachelor's in Computer Science,Entry,Mobile Developer
STU0537,"Penetration Testing, Firewalls, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer
STU0538,"Scrum, Agile, Project Management",Master's in Business Administration,Mid,Software Project Manager
STU0539,"Python, Pandas, SQL, Tableau",Master's in Data Science,Entry,Data Analyst
STU0540,"Kubernetes, Helm, AWS, Docker",Bachelor's in Computer Science,Senior,Kubernetes Operations Engineer
STU0541,"HTML, CSS, JavaScript, Vue.js",Bachelor's in Information Technology,Mid,Web Developer
STU0542,"Python, TensorFlow, NLP, Deep Learning",PhD in Artificial Intelligence,Senior,AIML
STU0543,"Java, Kotlin, Android SDK, REST APIs",Bachelor's in Software Engineering,Mid,Mobile Developer
STU0544,"Python, Flask, JavaScript, SQL",Bachelor's in Computer Science,Entry,Full Stack Python Developer
STU0545,"Java, Spring, React, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer
STU0546,"Adobe XD, Figma, UI/UX, Prototyping",Bachelor's in Graphic Design,Mid,Designer
STU0547,"SQL, R, Data Visualization, Statistics",Bachelor's in Statistics,Entry,Data Analyst
STU0548,"C++, Unity, Game Design, VR",Bachelor's in Game Development,Mid,Game Developer
STU0549,"AWS, Jenkins, Docker, Terraform",Bachelor's in Computer Science,Senior,DevOps Engineer
STU0550,"PHP, Laravel, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer
STU0551,"Python, TensorFlow, Keras, NLP",Master's in Data Science,Mid,Data Scientist
STU0552,"Solidity, Ethereum, Web3, Blockchain",Bachelor's in Computer Science,Senior,Blockchain Developer
STU0553,"React, JavaScript, HTML, CSS, Redux",Bachelor's in Computer Science,Mid,Frontend Developer
STU0554,"Java, Hibernate, SQL, REST APIs",Bachelor's in Software Engineering,Senior,Backend Developer
STU0555,"Digital Marketing, SEO, PPC, Analytics",Bachelor's in Marketing,Mid,Marketing
STU0556,"HR Management, Recruitment, Employee Relations",Master's in Human Resources,Senior,HR
STU0557,"C#, .NET Core, Azure, SQL Server",Bachelor's in Computer Science,Mid,C# Developer
STU0558,"Swift, iOS, Xcode, UI/UX",Bachelor's in Computer Science,Entry,Mobile Developer
STU0559,"Network Security, Ethical Hacking, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer
STU0560,"Agile, JIRA, Stakeholder Management",Master's in Business Administration,Mid,Software Project Manager
STU0561,"Python, R, SQL, Machine Learning",Master's in Data Science,Senior,Data Scientist
STU0562,"Figma, Sketch, UI/UX, Wireframing",Bachelor's in Design,Entry,Designer
STU0563,"Kubernetes, Docker, GCP, CI/CD",Bachelor's in Computer Science,Mid,Kubernetes Operations Engineer
STU0564,"JavaScript, Node.js, Express, MongoDB",Bachelor's in Information Technology,Entry,Web Developer
STU0565,"Python, Django, PostgreSQL, JavaScript",Bachelor's in Computer Science,Mid,Full Stack Python Developer
STU0566,"Java, Spring Boot, Angular, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer
STU0567,"C++, Unreal Engine, VR Development",Bachelor's in Game Development,Mid,Game Developer
STU0568,"AWS, Terraform, Jenkins, Linux",Bachelor's in Computer Science,Senior,DevOps Engineer
STU0569,"PHP, Symfony, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer
STU0570,"Solidity, Web3, Ethereum, JavaScript",Bachelor's in Computer Science,Mid,Blockchain Developer
STU0571,"React, TypeScript, HTML, CSS",Bachelor's in Computer Science,Entry,Frontend Developer
STU0572,"Java, Spring, SQL, Microservices",Bachelor's in Software Engineering,Senior,Backend Developer
STU0573,"Marketing Campaigns, Social Media, Analytics",Bachelor's in Marketing,Mid,Marketing
STU0574,"HR Policies, Recruitment, Training",Master's in Human Resources,Senior,HR
STU0575,"C#, ASP.NET, SQL Server, Azure",Bachelor's in Computer Science,Mid,C# Developer
STU0576,"Swift, iOS Development, UI/UX, Core Data",Bachelor's in Computer Science,Entry,Mobile Developer
STU0577,"Penetration Testing, Firewalls, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer
STU0578,"Scrum, Agile, Project Management",Master's in Business Administration,Mid,Software Project Manager
STU0579,"Python, Pandas, SQL, Tableau",Master's in Data Science,Entry,Data Analyst
STU0580,"Kubernetes, Helm, AWS, Docker",Bachelor's in Computer Science,Senior,Kubernetes Operations Engineer
STU0581,"HTML, CSS, JavaScript, Vue.js",Bachelor's in Information Technology,Mid,Web Developer
STU0582,"Python, TensorFlow, NLP, Deep Learning",PhD in Artificial Intelligence,Senior,AIML
STU0583,"Java, Kotlin, Android SDK, REST APIs",Bachelor's in Software Engineering,Mid,Mobile Developer
STU0584,"Python, Flask, JavaScript, SQL",Bachelor's in Computer Science,Entry,Full Stack Python Developer
STU0585,"Java, Spring, React, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer
STU0586,"Adobe XD, Figma, UI/UX, Prototyping",Bachelor's in Graphic Design,Mid,Designer
STU0587,"SQL, R, Data Visualization, Statistics",Bachelor's in Statistics,Entry,Data Analyst
STU0588,"C++, Unity, Game Design, VR",Bachelor's in Game Development,Mid,Game Developer
STU0589,"AWS, Jenkins, Docker, Terraform",Bachelor's in Computer Science,Senior,DevOps Engineer
STU0590,"PHP, Laravel, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer
STU0591,"Python, TensorFlow, Keras, NLP",Master's in Data Science,Mid,Data Scientist
STU0592,"Solidity, Ethereum, Web3, Blockchain",Bachelor's in Computer Science,Senior,Blockchain Developer
STU0593,"React, JavaScript, HTML, CSS, Redux",Bachelor's in Computer Science,Mid,Frontend Developer
STU0594,"Java, Hibernate, SQL, REST APIs",Bachelor's in Software Engineering,Senior,Backend Developer
STU0595,"Digital Marketing, SEO, PPC, Analytics",Bachelor's in Marketing,Mid,Marketing
STU0596,"HR Management, Recruitment, Employee Relations",Master's in Human Resources,Senior,HR
STU0597,"C#, .NET Core, Azure, SQL Server",Bachelor's in Computer Science,Mid,C# Developer
STU0598,"Swift, iOS, Xcode, UI/UX",Bachelor's in Computer Science,Entry,Mobile Developer
STU0599,"Network Security, Ethical Hacking, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer
STU0600,"Agile, JIRA, Stakeholder Management",Master's in Business Administration,Mid,Software Project Manager
STU0601,"Python, R, SQL, Machine Learning",Master's in Data Science,Senior,Data Scientist
STU0602,"Figma, Sketch, UI/UX, Wireframing",Bachelor's in Design,Entry,Designer
STU0603,"Kubernetes, Docker, GCP, CI/CD",Bachelor's in Computer Science,Mid,Kubernetes Operations Engineer
STU0604,"JavaScript, Node.js, Express, MongoDB",Bachelor's in Information Technology,Entry,Web Developer
STU0605,"Python, Django, PostgreSQL, JavaScript",Bachelor's in Computer Science,Mid,Full Stack Python Developer
STU0606,"Java, Spring Boot, Angular, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer
STU0607,"C++, Unreal Engine, VR Development",Bachelor's in Game Development,Mid,Game Developer
STU0608,"AWS, Terraform, Jenkins, Linux",Bachelor's in Computer Science,Senior,DevOps Engineer
STU0609,"PHP, Symfony, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer
STU0610,"Solidity, Web3, Ethereum, JavaScript",Bachelor's in Computer Science,Mid,Blockchain Developer
STU0611,"React, TypeScript, HTML, CSS",Bachelor's in Computer Science,Entry,Frontend Developer
STU0612,"Java, Spring, SQL, Microservices",Bachelor's in Software Engineering,Senior,Backend Developer
STU0613,"Marketing Campaigns, Social Media, Analytics",Bachelor's in Marketing,Mid,Marketing
STU0614,"HR Policies, Recruitment, Training",Master's in Human Resources,Senior,HR
STU0615,"C#, ASP.NET, SQL Server, Azure",Bachelor's in Computer Science,Mid,C# Developer
STU0616,"Swift, iOS Development, UI/UX, Core Data",Bachelor's in Computer Science,Entry,Mobile Developer
STU0617,"Penetration Testing, Firewalls, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer
STU0618,"Scrum, Agile, Project Management",Master's in Business Administration,Mid,Software Project Manager
STU0619,"Python, Pandas, SQL, Tableau",Master's in Data Science,Entry,Data Analyst
STU0620,"Kubernetes, Helm, AWS, Docker",Bachelor's in Computer Science,Senior,Kubernetes Operations Engineer
STU0621,"HTML, CSS, JavaScript, Vue.js",Bachelor's in Information Technology,Mid,Web Developer
STU0622,"Python, TensorFlow, NLP, Deep Learning",PhD in Artificial Intelligence,Senior,AIML
STU0623,"Java, Kotlin, Android SDK, REST APIs",Bachelor's in Software Engineering,Mid,Mobile Developer
STU0624,"Python, Flask, JavaScript, SQL",Bachelor's in Computer Science,Entry,Full Stack Python Developer
STU0625,"Java, Spring, React, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer
STU0626,"Adobe XD, Figma, UI/UX, Prototyping",Bachelor's in Graphic Design,Mid,Designer
STU0627,"SQL, R, Data Visualization, Statistics",Bachelor's in Statistics,Entry,Data Analyst
STU0628,"C++, Unity, Game Design, VR",Bachelor's in Game Development,Mid,Game Developer
STU0629,"AWS, Jenkins, Docker, Terraform",Bachelor's in Computer Science,Senior,DevOps Engineer
STU0630,"PHP, Laravel, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer
STU0631,"Python, TensorFlow, Keras, NLP",Master's in Data Science,Mid,Data Scientist
STU0632,"Solidity, Ethereum, Web3, Blockchain",Bachelor's in Computer Science,Senior,Blockchain Developer
STU0633,"React, JavaScript, HTML, CSS, Redux",Bachelor's in Computer Science,Mid,Frontend Developer
STU0634,"Java, Hibernate, SQL, REST APIs",Bachelor's in Software Engineering,Senior,Backend Developer
STU0635,"Digital Marketing, SEO, PPC, Analytics",Bachelor's in Marketing,Mid,Marketing
STU0636,"HR Management, Recruitment, Employee Relations",Master's in Human Resources,Senior,HR
STU0637,"C#, .NET Core, Azure, SQL Server",Bachelor's in Computer Science,Mid,C# Developer
STU0638,"Swift, iOS, Xcode, UI/UX",Bachelor's in Computer Science,Entry,Mobile Developer
STU0639,"Network Security, Ethical Hacking, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer
STU0640,"Agile, JIRA, Stakeholder Management",Master's in Business Administration,Mid,Software Project Manager
STU0641,"Python, R, SQL, Machine Learning",Master's in Data Science,Senior,Data Scientist
STU0642,"Figma, Sketch, UI/UX, Wireframing",Bachelor's in Design,Entry,Designer
STU0643,"Kubernetes, Docker, GCP, CI/CD",Bachelor's in Computer Science,Mid,Kubernetes Operations Engineer
STU0644,"JavaScript, Node.js, Express, MongoDB",Bachelor's in Information Technology,Entry,Web Developer
STU0645,"Python, Django, PostgreSQL, JavaScript",Bachelor's in Computer Science,Mid,Full Stack Python Developer
STU0646,"Java, Spring Boot, Angular, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer
STU0647,"C++, Unreal Engine, VR Development",Bachelor's in Game Development,Mid,Game Developer
STU0648,"AWS, Terraform, Jenkins, Linux",Bachelor's in Computer Science,Senior,DevOps Engineer
STU0649,"PHP, Symfony, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer
STU0650,"Solidity, Web3, Ethereum, JavaScript",Bachelor's in Computer Science,Mid,Blockchain Developer
STU0651,"React, TypeScript, HTML, CSS",Bachelor's in Computer Science,Entry,Frontend Developer
STU0652,"Java, Spring, SQL, Microservices",Bachelor's in Software Engineering,Senior,Backend Developer
STU0653,"Marketing Campaigns, Social Media, Analytics",Bachelor's in Marketing,Mid,Marketing
STU0654,"HR Policies, Recruitment, Training",Master's in Human Resources,Senior,HR
STU0655,"C#, ASP.NET, SQL Server, Azure",Bachelor's in Computer Science,Mid,C# Developer
STU0656,"Swift, iOS Development, UI/UX, Core Data",Bachelor's in Computer Science,Entry,Mobile Developer
STU0657,"Penetration Testing, Firewalls, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer
STU0658,"Scrum, Agile, Project Management",Master's in Business Administration,Mid,Software Project Manager
STU0659,"Python, Pandas, SQL, Tableau",Master's in Data Science,Entry,Data Analyst
STU0660,"Kubernetes, Helm, AWS, Docker",Bachelor's in Computer Science,Senior,Kubernetes Operations Engineer
STU0661,"HTML, CSS, JavaScript, Vue.js",Bachelor's in Information Technology,Mid,Web Developer
STU0662,"Python, TensorFlow, NLP, Deep Learning",PhD in Artificial Intelligence,Senior,AIML
STU0663,"Java, Kotlin, Android SDK, REST APIs",Bachelor's in Software Engineering,Mid,Mobile Developer
STU0664,"Python, Flask, JavaScript, SQL",Bachelor's in Computer Science,Entry,Full Stack Python Developer
STU0665,"Java, Spring, React, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer
STU0666,"Adobe XD, Figma, UI/UX, Prototyping",Bachelor's in Graphic Design,Mid,Designer
STU0667,"SQL, R, Data Visualization, Statistics",Bachelor's in Statistics,Entry,Data Analyst
STU0668,"C++, Unity, Game Design, VR",Bachelor's in Game Development,Mid,Game Developer
STU0669,"AWS, Jenkins, Docker, Terraform",Bachelor's in Computer Science,Senior,DevOps Engineer
STU0670,"PHP, Laravel, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer
STU0671,"Python, TensorFlow, Keras, NLP",Master's in Data Science,Mid,Data Scientist
STU0672,"Solidity, Ethereum, Web3, Blockchain",Bachelor's in Computer Science,Senior,Blockchain Developer
STU0673,"React, JavaScript, HTML, CSS, Redux",Bachelor's in Computer Science,Mid,Frontend Developer
STU0674,"Java, Hibernate, SQL, REST APIs",Bachelor's in Software Engineering,Senior,Backend Developer
STU0675,"Digital Marketing, SEO, PPC, Analytics",Bachelor's in Marketing,Mid,Marketing
STU0676,"HR Management, Recruitment, Employee Relations",Master's in Human Resources,Senior,HR
STU0677,"C#, .NET Core, Azure, SQL Server",Bachelor's in Computer Science,Mid,C# Developer
STU0678,"Swift, iOS, Xcode, UI/UX",Bachelor's in Computer Science,Entry,Mobile Developer
STU0679,"Network Security, Ethical Hacking, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer
STU0680,"Agile, JIRA, Stakeholder Management",Master's in Business Administration,Mid,Software Project Manager
STU0681,"Python, R, SQL, Machine Learning",Master's in Data Science,Senior,Data Scientist
STU0682,"Figma, Sketch, UI/UX, Wireframing",Bachelor's in Design,Entry,Designer
STU0683,"Kubernetes, Docker, GCP, CI/CD",Bachelor's in Computer Science,Mid,Kubernetes Operations Engineer
STU0684,"JavaScript, Node.js, Express, MongoDB",Bachelor's in Information Technology,Entry,Web Developer
STU0685,"Python, Django, PostgreSQL, JavaScript",Bachelor's in Computer Science,Mid,Full Stack Python Developer
STU0686,"Java, Spring Boot, Angular, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer
STU0687,"C++, Unreal Engine, VR Development",Bachelor's in Game Development,Mid,Game Developer
STU0688,"AWS, Terraform, Jenkins, Linux",Bachelor's in Computer Science,Senior,DevOps Engineer
STU0689,"PHP, Symfony, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer
STU0690,"Solidity, Web3, Ethereum, JavaScript",Bachelor's in Computer Science,Mid,Blockchain Developer
STU0691,"React, TypeScript, HTML, CSS",Bachelor's in Computer Science,Entry,Frontend Developer
STU0692,"Java, Spring, SQL, Microservices",Bachelor's in Software Engineering,Senior,Backend Developer
STU0693,"Marketing Campaigns, Social Media, Analytics",Bachelor's in Marketing,Mid,Marketing
STU0694,"HR Policies, Recruitment, Training",Master's in Human Resources,Senior,HR
STU0695,"C#, ASP.NET, SQL Server, Azure",Bachelor's in Computer Science,Mid,C# Developer
STU0696,"Swift, iOS Development, UI/UX, Core Data",Bachelor's in Computer Science,Entry,Mobile Developer
STU0697,"Penetration Testing, Firewalls, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer
STU0698,"Scrum, Agile, Project Management, Leadership",Master's in Business Administration,Mid,Software Project Manager
STU0699,"Python, Pandas, SQL, Data Visualization",Master's in Data Science,Entry,Data Analyst
STU0700,"Kubernetes, Helm, AWS, Docker, CI/CD",Bachelor's in Computer Science,Senior,Kubernetes Operations Engineer
STU0701,"HTML, CSS, JavaScript, Angular",Bachelor's in Information Technology,Mid,Web Developer
STU0702,"Python, TensorFlow, Deep Learning, NLP",PhD in Artificial Intelligence,Senior,AIML
STU0703,"Java, Kotlin, Android Development, REST APIs",Bachelor's in Software Engineering,Mid,Mobile Developer
STU0704,"Python, Flask, PostgreSQL, JavaScript",Bachelor's in Computer Science,Entry,Full Stack Python Developer
STU0705,"Java, Spring Boot, React, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer
STU0706,"Adobe XD, Figma, UI/UX Design, Prototyping",Bachelor's in Graphic Design,Mid,Designer
STU0707,"SQL, R, Tableau, Statistics",Bachelor's in Statistics,Entry,Data Analyst
STU0708,"C++, Unity, Game Physics, VR Development",Bachelor's in Game Development,Mid,Game Developer
STU0709,"AWS, Jenkins, Docker, Ansible",Bachelor's in Computer Science,Senior,DevOps Engineer
STU0710,"PHP, Laravel, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer
STU0711,"Python, TensorFlow, Keras, Machine Learning",Master's in Data Science,Mid,Data Scientist
STU0712,"Solidity, Ethereum, Web3, Blockchain",Bachelor's in Computer Science,Senior,Blockchain Developer
STU0713,"React, JavaScript, HTML, CSS, TypeScript",Bachelor's in Computer Science,Mid,Frontend Developer
STU0714,"Java, Hibernate, SQL, Microservices",Bachelor's in Software Engineering,Senior,Backend Developer
STU0715,"Digital Marketing, SEO, Content Creation, Analytics",Bachelor's in Marketing,Mid,Marketing
STU0716,"HR Management, Recruitment, Communication",Master's in Human Resources,Senior,HR
STU0717,"C#, .NET Core, Azure, SQL Server",Bachelor's in Computer Science,Mid,C# Developer
STU0718,"Swift, iOS Development, UI/UX, Core Data",Bachelor's in Computer Science,Entry,Mobile Developer
STU0719,"Network Security, Penetration Testing, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer
STU0720,"Agile, JIRA, Stakeholder Management, Scrum",Master's in Business Administration,Mid,Software Project Manager
STU0721,"Python, R, SQL, Machine Learning",Master's in Data Science,Senior,Data Scientist
STU0722,"Figma, Sketch, UI/UX, Wireframing",Bachelor's in Design,Entry,Designer
STU0723,"Kubernetes, Docker, GCP, Terraform",Bachelor's in Computer Science,Mid,Kubernetes Operations Engineer
STU0724,"JavaScript, Node.js, Express, MongoDB",Bachelor's in Information Technology,Entry,Web Developer
STU0725,"Python, Django, PostgreSQL, JavaScript",Bachelor's in Computer Science,Mid,Full Stack Python Developer
STU0726,"Java, Spring Boot, Angular, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer
STU0727,"C++, Unreal Engine, Game Design, 3D Modeling",Bachelor's in Game Development,Mid,Game Developer
STU0728,"AWS, Terraform, Jenkins, Linux",Bachelor's in Computer Science,Senior,DevOps Engineer
STU0729,"PHP, Symfony, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer
STU0730,"Solidity, Web3, Ethereum, JavaScript",Bachelor's in Computer Science,Mid,Blockchain Developer
STU0731,"React, TypeScript, HTML, CSS, Redux",Bachelor's in Computer Science,Entry,Frontend Developer
STU0732,"Java, Spring, SQL, REST APIs",Bachelor's in Software Engineering,Senior,Backend Developer
STU0733,"Marketing Strategy, SEO, Social Media, PPC",Bachelor's in Marketing,Mid,Marketing
STU0734,"HR Policies, Recruitment, Employee Relations",Master's in Human Resources,Senior,HR
STU0735,"C#, ASP.NET, SQL Server, Azure",Bachelor's in Computer Science,Mid,C# Developer
STU0736,"Swift, iOS, Xcode, UI/UX",Bachelor's in Computer Science,Entry,Mobile Developer
STU0737,"Network Security, Ethical Hacking, Firewalls",Master's in Cybersecurity,Senior,Cybersecurity Engineer
STU0738,"Agile, Scrum, Project Management, Leadership",Master's in Business Administration,Mid,Software Project Manager
STU0739,"Python, Pandas, SQL, Tableau",Master's in Data Science,Entry,Data Analyst
STU0740,"Kubernetes, Helm, AWS, Docker",Bachelor's in Computer Science,Senior,Kubernetes Operations Engineer
STU0741,"HTML, CSS, JavaScript, Vue.js",Bachelor's in Information Technology,Mid,Web Developer
STU0742,"Python, TensorFlow, NLP, Deep Learning",PhD in Artificial Intelligence,Senior,AIML
STU0743,"Java, Kotlin, Android SDK, REST APIs",Bachelor's in Software Engineering,Mid,Mobile Developer
STU0744,"Python, Flask, JavaScript, PostgreSQL",Bachelor's in Computer Science,Entry,Full Stack Python Developer
STU0745,"Java, Spring, React, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer
STU0746,"Adobe XD, Figma, UI/UX, Prototyping",Bachelor's in Graphic Design,Mid,Designer
STU0747,"SQL, R, Data Visualization, Statistics",Bachelor's in Statistics,Entry,Data Analyst
STU0748,"C++, Unity, Game Design, VR",Bachelor's in Game Development,Mid,Game Developer
STU0749,"AWS, Jenkins, Docker, Terraform",Bachelor's in Computer Science,Senior,DevOps Engineer
