Student_ID,skills,qualification,experience_level,job_role
STU0750,"PHP, Laravel, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer
STU0751,"Python, TensorFlow, Keras, NLP",Master's in Data Science,Mid,Data Scientist
STU0752,"Solidity, Ethereum, Web3, Blockchain",Bachelor's in Computer Science,Senior,Blockchain Developer
STU0753,"React, JavaScript, HTML, CSS, Redux",Bachelor's in Computer Science,Mid,Frontend Developer
STU0754,"Java, Hibernate, SQL, REST APIs",Bachelor's in Software Engineering,Senior,Backend Developer
STU0755,"Digital Marketing, SEO, PPC, Analytics",Bachelor's in Marketing,Mid,Marketing
STU0756,"HR Management, Recruitment, Employee Relations",Master's in Human Resources,Senior,HR
STU0757,"C#, .NET Core, Azure, SQL Server",Bachelor's in Computer Science,Mid,C# Developer
STU0758,"Swift, iOS Development, UI/UX, Core Data",Bachelor's in Computer Science,Entry,Mobile Developer
STU0759,"Network Security, Penetration Testing, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer
STU0760,"Agile, JIRA, Stakeholder Management",Master's in Business Administration,Mid,Software Project Manager
STU0761,"Python, R, SQL, Machine Learning",Master's in Data Science,Senior,Data Scientist
STU0762,"Figma, Sketch, UI/UX, Wireframing",Bachelor's in Design,Entry,Designer
STU0763,"Kubernetes, Docker, GCP, CI/CD",Bachelor's in Computer Science,Mid,Kubernetes Operations Engineer
STU0764,"JavaScript, Node.js, Express, MongoDB",Bachelor's in Information Technology,Entry,Web Developer
STU0765,"Python, Django, PostgreSQL, JavaScript",Bachelor's in Computer Science,Mid,Full Stack Python Developer
STU0766,"Java, Spring Boot, Angular, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer
STU0767,"C++, Unreal Engine, VR Development",Bachelor's in Game Development,Mid,Game Developer
STU0768,"AWS, Terraform, Jenkins, Linux",Bachelor's in Computer Science,Senior,DevOps Engineer
STU0769,"PHP, Symfony, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer
STU0770,"Solidity, Web3, Ethereum, JavaScript",Bachelor's in Computer Science,Mid,Blockchain Developer
STU0771,"React, TypeScript, HTML, CSS",Bachelor's in Computer Science,Entry,Frontend Developer
STU0772,"Java, Spring, SQL, Microservices",Bachelor's in Software Engineering,Senior,Backend Developer
STU0773,"Marketing Campaigns, Social Media, Analytics",Bachelor's in Marketing,Mid,Marketing
STU0774,"HR Policies, Recruitment, Training",Master's in Human Resources,Senior,HR
STU0775,"C#, ASP.NET, SQL Server, Azure",Bachelor's in Computer Science,Mid,C# Developer
STU0776,"Swift, iOS Development, UI/UX, Core Data",Bachelor's in Computer Science,Entry,Mobile Developer
STU0777,"Penetration Testing, Firewalls, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer
STU0778,"Scrum, Agile, Project Management",Master's in Business Administration,Mid,Software Project Manager
STU0779,"Python, Pandas, SQL, Tableau",Master's in Data Science,Entry,Data Analyst
STU0780,"Kubernetes, Helm, AWS, Docker",Bachelor's in Computer Science,Senior,Kubernetes Operations Engineer
STU0781,"HTML, CSS, JavaScript, Vue.js",Bachelor's in Information Technology,Mid,Web Developer
STU0782,"Python, TensorFlow, NLP, Deep Learning",PhD in Artificial Intelligence,Senior,AIML
STU0783,"Java, Kotlin, Android SDK, REST APIs",Bachelor's in Software Engineering,Mid,Mobile Developer
STU0784,"Python, Flask, JavaScript, SQL",Bachelor's in Computer Science,"Entry,",Full Stack Python Developer
STU0785,"Java, Spring, React, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer
STU0786,"Adobe XD, Figma, UI/UX, Prototyping",Bachelor's in Graphic Design,Mid,Designer
STU0787,"SQL, R, Data Visualization, Statistics",Bachelor's in Statistics,Entry,Data Analyst
STU0788,"C++, Unity, Game Design, VR",Bachelor's in Game Development,Mid,Game Developer
STU0789,"AWS, Jenkins, Docker, Terraform",Bachelor's in Computer Science,Senior,DevOps Engineer
STU0790,"PHP, Laravel, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer
STU0791,"Python, TensorFlow, Keras, NLP",Master's in Data Science,Mid,Data Scientist
STU0792,"Solidity, Ethereum, Web3, Blockchain",Bachelor's in Computer Science,Senior,Blockchain Developer
STU0793,"React, JavaScript, HTML, CSS, Redux",Bachelor's in Computer Science,Mid,Frontend Developer
STU0794,"Java, Hibernate, SQL, REST APIs",Bachelor's in Software Engineering,Senior,Backend Developer
STU0795,"Digital Marketing, SEO, PPC, Analytics",Bachelor's in Marketing,Mid,Marketing
STU0796,"HR Management, Recruitment, Employee Relations",Master's in Human Resources,Senior,HR
STU0797,"C#, .NET Core, Azure, SQL Server",Bachelor's in Computer Science,Mid,C# Developer
STU0798,"Swift, iOS, Xcode, UI/UX",Bachelor's in Computer Science,Entry,Mobile Developer
STU0799,"Network Security, Ethical Hacking, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer
STU0800,"Agile, JIRA, Stakeholder Management",Master's in Business Administration,Mid,Software Project Manager
STU0801,"Python, R, SQL, Machine Learning",Master's in Data Science,Senior,Data Scientist
STU0802,"Figma, Sketch, UI/UX, Wireframing",Bachelor's in Design,Entry,Designer
STU0803,"Kubernetes, Docker, GCP, CI/CD",Bachelor's in Computer Science,Mid,Kubernetes Operations Engineer
STU0804,"JavaScript, Node.js, Express, MongoDB",Bachelor's in Information Technology,Entry,Web Developer
STU0805,"Python, Django, PostgreSQL, JavaScript",Bachelor's in Computer Science,Mid,Full Stack Python Developer
STU0806,"Java, Spring Boot, Angular, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer
STU0807,"C++, Unreal Engine, VR Development",Bachelor's in Game Development,Mid,Game Developer
STU0808,"AWS, Terraform, Jenkins, Linux",Bachelor's in Computer Science,Senior,DevOps Engineer
STU0809,"PHP, Symfony, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer
STU0810,"Solidity, Web3js, Ethereum, JavaScript",Bachelor's in Computer Science,Mid,Blockchain Developer
STU0811,"React, TypeScript, HTML, CSS",Bachelor's in Computer Science,Entry,Frontend Developer
STU0812,"Java, Spring, SQL, Microservices",Bachelor's in Software Engineering,Senior,Backend Developer
STU0813,"Marketing Campaigns, Social Media, Analytics",Bachelor's in Marketing,Mid,Marketing
STU0814,"HR Policies, Recruitment, Training",Master's in Human Resources,Senior,HR
STU0815,"C#, ASP.NET, SQL Server, Azure",Bachelor's in Computer Science,Mid,C# Developer
STU0816,"Swift, iOS Development, UI/UX, Core Data",Bachelor's in Computer Science,Entry,Mobile Developer
STU0817,"Penetration Testing, Firewalls, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer
STU0818,"Scrum, Agile, Project Management",Master's in Business Administration,Mid,Software Project Manager
STU0819,"Python, Pandas, SQL, Tableau",Master's in Data Science,Entry,Data Analyst
STU0820,"Kubernetes, Helm, AWS, Docker",Bachelor's in Computer Science,Senior,Kubernetes Operations Engineer
STU0821,"HTML, CSS, JavaScript, Vue.js",Bachelor's in Information Technology,Mid,Web Developer
STU0822,"Python, TensorFlow, NLP, Deep Learning",PhD in Artificial Intelligence,Senior,AIML
STU0823,"Java, Kotlin, Android SDK, REST APIs",Bachelor's in Software Engineering,Mid,Mobile Developer
STU0824,"Python, Flask, JavaScript, SQL",Bachelor's in Computer Science,Entry,Full Stack Python Developer
STU0825,"Java, Spring, React, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer
STU0826,"Adobe XD, Figma, UI/UX, Prototyping",Bachelor's in Graphic Design,Mid,Designer
STU0827,"SQL, R, Data Visualization, Statistics",Bachelor's in Statistics,Entry,Data Analyst
STU0828,"C++, Unity, Game Design, VR",Bachelor's in Game Development,Mid,Game Developer
STU0829,"AWS, Jenkins, Docker, Terraform",Bachelor's in Computer Science,Senior,DevOps Engineer
STU0830,"PHP, Laravel, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer
STU0831,"Python, TensorFlow, Keras, NLP",Master's in Data Science,Mid,Data Scientist
STU0832,"Solidity, Ethereum, Web3, Blockchain",Bachelor's in Computer Science,Senior,Blockchain Developer
STU0833,"React, JavaScript, HTML, CSS, Redux",Bachelor's in Computer Science,Mid,Frontend Developer
STU0834,"Java, Hibernate, SQL, REST APIs",Bachelor's in Software Engineering,Senior,Backend Developer
STU0835,"Digital Marketing, SEO, PPC, Analytics",Bachelor's in Marketing,Mid,Marketing
STU0836,"HR Management, Recruitment, Employee Relations",Master's in Human Resources,Senior,HR
STU0837,"C#, .NET Core, Azure, SQL Server",Bachelor's in Computer Science,Mid,C# Developer
STU0838,"Swift, iOS, Xcode, UI/UX",Bachelor's in Computer Science,Entry,Mobile Developer
STU0839,"Network Security, Ethical Hacking, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer
STU0840,"Agile, JIRA, Stakeholder Management",Master's in Business Administration,Mid,Software Project Manager
STU0841,"Python, R, SQL, Machine Learning",Master's in Data Science,Senior,Data Scientist
STU0842,"Figma, Sketch, UI/UX, Wireframing",Bachelor's in Design,Entry,Designer
STU0843,"Kubernetes, Docker, GCP, CI/CD",Bachelor's in Computer Science,Mid,Kubernetes Operations Engineer
STU0844,"JavaScript, Node.js, Express, MongoDB",Bachelor's in Information Technology,Entry,Web Developer
STU0845,"Python, Django, PostgreSQL, JavaScript",Bachelor's in Computer Science,Mid,Full Stack Python Developer
STU0846,"Java, Spring Boot, Angular, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer
STU0847,"C++, Unreal Engine, VR Development",Bachelor's in Game Development,Mid,Game Developer
STU0848,"AWS, Terraform, Jenkins, Linux",Bachelor's in Computer Science,Senior,DevOps Engineer
STU0849,"PHP, Symfony, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer
STU0850,"Solidity, Web3, Ethereum, JavaScript",Bachelor's in Computer Science,Mid,Blockchain Developer
STU0851,"React, TypeScript, HTML, CSS",Bachelor's in Computer Science,Entry,Frontend Developer
STU0852,"Java, Spring, SQL, Microservices",Bachelor's in Software Engineering,Senior,Backend Developer
STU0853,"Marketing Campaigns, Social Media, Analytics",Bachelor's in Marketing,Mid,Marketing
STU0854,"HR Policies, Recruitment, Training",Master's in Human Resources,Senior,HR
STU0855,"C#, ASP.NET, SQL Server, Azure",Bachelor's in Computer Science,Mid,C# Developer
STU0856,"Swift, iOS Development, UI/UX, Core Data",Bachelor's in Computer Science,Entry,Mobile Developer
STU0857,"Penetration Testing, Firewalls, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer
STU0858,"Scrum, Agile, Project Management",Master's in Business Administration,Mid,Software Project Manager
STU0859,"Python, Pandas, SQL, Tableau",Master's in Data Science,Entry,Data Analyst
STU0860,"Kubernetes, Helm, AWS, Docker",Bachelor's in Computer Science,Senior,Kubernetes Operations Engineer
STU0861,"HTML, CSS, JavaScript, Vue.js",Bachelor's in Information Technology,Mid,Web Developer
STU0862,"Python, TensorFlow, NLP, Deep Learning",PhD in Artificial Intelligence,Senior,AIML
STU0863,"Java, Kotlin, Android SDK, REST APIs",Bachelor's in Software Engineering,Mid,Mobile Developer
STU0864,"Python, Flask, JavaScript, SQL",Bachelor's in Computer Science,Entry,Full Stack Python Developer
STU0865,"Java, Spring, React, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer
STU0866,"Adobe XD, Figma, UI/UX, Prototyping",Bachelor's in Graphic Design,Mid,Designer
STU0867,"SQL, R, Data Visualization, Statistics",Bachelor's in Statistics,Entry,Data Analyst
STU0868,"C++, Unity, Game Design, VR",Bachelor's in Game Development,Mid,Game Developer
STU0869,"AWS, Jenkins, Docker, Terraform",Bachelor's in Computer Science,Senior,DevOps Engineer
STU0870,"PHP, Laravel, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer
STU0871,"Python, TensorFlow, Keras, NLP",Master's in Data Science,Mid,Data Scientist
STU0872,"Solidity, Ethereum, Web3, Blockchain",Bachelor's in Computer Science,Senior,Blockchain Developer
STU0873,"React, JavaScript, HTML, CSS, Redux",Bachelor's in Computer Science,Mid,Frontend Developer
STU0874,"Java, Hibernate, SQL, REST APIs",Bachelor's in Software Engineering,Senior,Backend Developer
STU0875,"Digital Marketing, SEO, PPC, Analytics",Bachelor's in Marketing,Mid,Marketing
STU0876,"HR Management, Recruitment, Employee Relations",Master's in Human Resources,Senior,HR
STU0877,"C#, .NET Core, Azure, SQL Server",Bachelor's in Computer Science,Mid,C# Developer
STU0878,"Swift, iOS, Xcode, UI/UX",Bachelor's in Computer Science,Entry,Mobile Developer
STU0879,"Network Security, Ethical Hacking, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer
STU0880,"Agile, JIRA, Stakeholder Management",Master's in Business Administration,Mid,Software Project Manager
STU0881,"Python, R, SQL, Machine Learning",Master's in Data Science,Senior,Data Scientist
STU0882,"Figma, Sketch, UI/UX, Wireframing",Bachelor's in Design,Entry,Designer
STU0883,"Kubernetes, Docker, GCP, CI/CD",Bachelor's in Computer Science,Mid,Kubernetes Operations Engineer
STU0884,"JavaScript, Node.js, Express, MongoDB",Bachelor's in Information Technology,Entry,Web Developer
STU0885,"Python, Django, PostgreSQL, JavaScript",Bachelor's in Computer Science,Mid,Full Stack Python Developer
STU0886,"Java, Spring Boot, Angular, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer
STU0887,"C++, Unreal Engine, VR Development",Bachelor's in Game Development,Mid,Game Developer
STU0888,"AWS, Terraform, Jenkins, Linux",Bachelor's in Computer Science,Senior,DevOps Engineer
STU0889,"PHP, Symfony, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer
STU0890,"Solidity, Web3, Ethereum, JavaScript",Bachelor's in Computer Science,Mid,Blockchain Developer
STU0891,"React, TypeScript, HTML, CSS",Bachelor's in Computer Science,Entry,Frontend Developer
STU0892,"Java, Spring, SQL, Microservices",Bachelor's in Software Engineering,Senior,Backend Developer
STU0893,"Marketing Campaigns, Social Media, Analytics",Bachelor's in Marketing,Mid,Marketing
STU0894,"HR Policies, Recruitment, Training",Master's in Human Resources,Senior,HR
STU0895,"C#, ASP.NET, SQL Server, Azure",Bachelor's in Computer Science,Mid,C# Developer
STU0896,"Swift, iOS Development, UI/UX, Core Data",Bachelor's in Computer Science,Entry,Mobile Developer
STU0897,"Penetration Testing, Firewalls, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer
STU0898,"Scrum, Agile, Project Management",Master's in Business Administration,Mid,Software Project Manager
STU0899,"Python, Pandas, SQL, Tableau",Master's in Data Science,Entry,Data Analyst
STU0900,"Kubernetes, Helm, AWS, Docker",Bachelor's in Computer Science,Senior,Kubernetes Operations Engineer
STU0901,"HTML, CSS, JavaScript, Vue.js",Bachelor's in Information Technology,Mid,Web Developer
STU0902,"Python, TensorFlow, NLP, Deep Learning",PhD in Artificial Intelligence,Senior,AIML
STU0903,"Java, Kotlin, Android SDK, REST APIs",Bachelor's in Software Engineering,Mid,Mobile Developer
STU0904,"Python, Flask, JavaScript, SQL",Bachelor's in Computer Science,Entry,Full Stack Python Developer
STU0905,"Java, Spring, React, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer
STU0906,"Adobe XD, Figma, UI/UX, Prototyping",Bachelor's in Graphic Design,Mid,Designer
STU0907,"SQL, R, Data Visualization, Statistics",Bachelor's in Statistics,Entry,Data Analyst
STU0908,"C++, Unity, Game Design, VR",Bachelor's in Game Development,Mid,Game Developer
STU0909,"AWS, Jenkins, Docker, Terraform",Bachelor's in Computer Science,Senior,DevOps Engineer
STU0910,"PHP, Laravel, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer
STU0911,"Python, TensorFlow, Keras, NLP",Master's in Data Science,Mid,Data Scientist
STU0912,"Solidity, Ethereum, Web3, Blockchain",Bachelor's in Computer Science,Senior,Blockchain Developer
STU0913,"React, JavaScript, HTML, CSS, Redux",Bachelor's in Computer Science,Mid,Frontend Developer
STU0914,"Java, Hibernate, SQL, REST APIs",Bachelor's in Software Engineering,Senior,Backend Developer
STU0915,"Digital Marketing, SEO, PPC, Analytics",Bachelor's in Marketing,Mid,Marketing
STU0916,"HR Management, Recruitment, Employee Relations",Master's in Human Resources,Senior,HR
STU0917,"C#, .NET Core, Azure, SQL Server",Bachelor's in Computer Science,Mid,C# Developer
STU0918,"Swift, iOS, Xcode, UI/UX",Bachelor's in Computer Science,Entry,Mobile Developer
STU0919,"Network Security, Ethical Hacking, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer
STU0920,"Agile, JIRA, Stakeholder Management",Master's in Business Administration,Mid,Software Project Manager
STU0921,"Python, R, SQL, Machine Learning",Master's in Data Science,Senior,Data Scientist
STU0922,"Figma, Sketch, UI/UX, Wireframing",Bachelor's in Design,Entry,Designer
STU0923,"Kubernetes, Docker, GCP, CI/CD",Bachelor's in Computer Science,Mid,Kubernetes Operations Engineer
STU0924,"JavaScript, Node.js, Express, MongoDB",Bachelor's in Information Technology,Entry,Web Developer
STU0925,"Python, Django, PostgreSQL, JavaScript",Bachelor's in Computer Science,Mid,Full Stack Python Developer
STU0926,"Java, Spring Boot, Angular, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer
STU0927,"C++, Unreal Engine, VR Development",Bachelor's in Game Development,Mid,Game Developer
STU0928,"AWS, Terraform, Jenkins, Linux",Bachelor's in Computer Science,Senior,DevOps Engineer
STU0929,"PHP, Symfony, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer
STU0930,"Solidity, Web3, Ethereum, JavaScript",Bachelor's in Computer Science,Mid,Blockchain Developer
STU0931,"React, TypeScript, HTML, CSS",Bachelor's in Computer Science,Entry,Frontend Developer
STU0932,"Java, Spring, SQL, Microservices",Bachelor's in Software Engineering,Senior,Backend Developer
STU0933,"Marketing Campaigns, Social Media, Analytics",Bachelor's in Marketing,Mid,Marketing
STU0934,"HR Policies, Recruitment, Training",Master's in Human Resources,Senior,HR
STU0935,"C#, ASP.NET, SQL Server, Azure",Bachelor's in Computer Science,Mid,C# Developer
STU0936,"Swift, iOS Development, UI/UX, Core Data",Bachelor's in Computer Science,Entry,Mobile Developer
STU0937,"Penetration Testing, Firewalls, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer
STU0938,"Scrum, Agile, Project Management",Master's in Business Administration,Mid,Software Project Manager
STU0939,"Python, Pandas, SQL, Tableau",Master's in Data Science,Entry,Data Analyst
STU0940,"Kubernetes, Helm, AWS, Docker",Bachelor's in Computer Science,Senior,Kubernetes Operations Engineer
STU0941,"HTML, CSS, JavaScript, Vue.js",Bachelor's in Information Technology,Mid,Web Developer
STU0942,"Python, TensorFlow, NLP, Deep Learning",PhD in Artificial Intelligence,Senior,AIML
STU0943,"Java, Kotlin, Android SDK, REST APIs",Bachelor's in Software Engineering,Mid,Mobile Developer
STU0944,"Python, Flask, JavaScript, SQL",Bachelor's in Computer Science,Entry,Full Stack Python Developer
STU0945,"Java, Spring, React, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer
STU0946,"Adobe XD, Figma, UI/UX, Prototyping",Bachelor's in Graphic Design,Mid,Designer
STU0947,"SQL, R, Data Visualization, Statistics",Bachelor's in Statistics,Entry,Data Analyst
STU0948,"C++, Unity, Game Design, VR",Bachelor's in Game Development,Mid,Game Developer
STU0949,"AWS, Jenkins, Docker, Terraform",Bachelor's in Computer Science,Senior,DevOps Engineer
STU0950,"PHP, Laravel, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer
STU0951,"Python, TensorFlow, Keras, NLP",Master's in Data Science,Mid,Data Scientist
STU0952,"Solidity, Ethereum, Web3, Blockchain",Bachelor's in Computer Science,Senior,Blockchain Developer
STU0953,"React, JavaScript, HTML, CSS, Redux",Bachelor's in Computer Science,Mid,Frontend Developer
STU0954,"Java, Hibernate, SQL, REST APIs",Bachelor's in Software Engineering,Senior,Backend Developer
STU0955,"Digital Marketing, SEO, PPC, Analytics",Bachelor's in Marketing,Mid,Marketing
STU0956,"HR Management, Recruitment, Employee Relations",Master's in Human Resources,Senior,HR
STU0957,"C#, .NET Core, Azure, SQL Server",Bachelor's in Computer Science,Mid,C# Developer
STU0958,"Swift, iOS, Xcode, UI/UX",Bachelor's in Computer Science,Entry,Mobile Developer
STU0959,"Network Security, Ethical Hacking, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer
STU0960,"Agile, JIRA, Stakeholder Management",Master's in Business Administration,Mid,Software Project Manager
STU0961,"Python, R, SQL, Machine Learning",Master's in Data Science,Senior,Data Scientist
STU0962,"Figma, Sketch, UI/UX, Wireframing",Bachelor's in Design,Entry,Designer
STU0963,"Kubernetes, Docker, GCP, CI/CD",Bachelor's in Computer Science,Mid,Kubernetes Operations Engineer
STU0964,"JavaScript, Node.js, Express, MongoDB",Bachelor's in Information Technology,Entry,Web Developer
STU0965,"Python, Django, PostgreSQL, JavaScript",Bachelor's in Computer Science,Mid,Full Stack Python Developer
STU0966,"Java, Spring Boot, Angular, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer
STU0967,"C++, Unreal Engine, VR Development",Bachelor's in Game Development,Mid,Game Developer
STU0968,"AWS, Terraform, Jenkins, Linux",Bachelor's in Computer Science,Senior,DevOps Engineer
STU0969,"PHP, Symfony, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer
STU0970,"Solidity, Web3, Ethereum, JavaScript",Bachelor's in Computer Science,Mid,Blockchain Developer
STU0971,"React, TypeScript, HTML, CSS",Bachelor's in Computer Science,Entry,Frontend Developer
STU0972,"Java, Spring, SQL, Microservices",Bachelor's in Software Engineering,Senior,Backend Developer
STU0973,"Marketing Campaigns, Social Media, Analytics",Bachelor's in Marketing,Mid,Marketing
STU0974,"HR Policies, Recruitment, Training",Master's in Human Resources,Senior,HR
STU0975,"C#, ASP.NET, SQL Server, Azure",Bachelor's in Computer Science,Mid,C# Developer
STU0976,"Swift, iOS Development, UI/UX, Core Data",Bachelor's in Computer Science,Entry,Mobile Developer
STU0977,"Penetration Testing, Firewalls, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer
STU0978,"Scrum, Agile, Project Management",Master's in Business Administration,Mid,Software Project Manager
STU0979,"Python, Pandas, SQL, Tableau",Master's in Data Science,Entry,Data Analyst
STU0980,"Kubernetes, Helm, AWS, Docker",Bachelor's in Computer Science,Senior,Kubernetes Operations Engineer
STU0981,"HTML, CSS, JavaScript, Vue.js",Bachelor's in Information Technology,Mid,Web Developer
STU0982,"Python, TensorFlow, NLP, Deep Learning",PhD in Artificial Intelligence,Senior,AIML
STU0983,"Java, Kotlin, Android SDK, REST APIs",Bachelor's in Software Engineering,Mid,Mobile Developer
STU0984,"Python, Flask, JavaScript, SQL",Bachelor's in Computer Science,Entry,Full Stack Python Developer
STU0985,"Java, Spring, React, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer
STU0986,"Adobe XD, Figma, UI/UX, Prototyping",Bachelor's in Graphic Design,Mid,Designer
STU0987,"SQL, R, Data Visualization, Statistics",Bachelor's in Statistics,Entry,Data Analyst
STU0988,"C++, Unity, Game Design, VR",Bachelor's in Game Development,Mid,Game Developer
STU0989,"AWS, Jenkins, Docker, Terraform",Bachelor's in Computer Science,Senior,DevOps Engineer
STU0990,"PHP, Laravel, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer
STU0991,"Python, TensorFlow, Keras, NLP",Master's in Data Science,Mid,Data Scientist
STU0992,"Solidity, Ethereum, Web3, Blockchain",Bachelor's in Computer Science,Senior,Blockchain Developer
STU0993,"React, JavaScript, HTML, CSS, Redux",Bachelor's in Computer Science,Mid,Frontend Developer
STU0994,"Java, Hibernate, SQL, REST APIs",Bachelor's in Software Engineering,Senior,Backend Developer
STU0995,"Digital Marketing, SEO, PPC, Analytics",Bachelor's in Marketing,Mid,Marketing
STU0996,"HR Management, Recruitment, Employee Relations",Master's in Human Resources,Senior,HR
STU0997,"C#, .NET Core, Azure, SQL Server",Bachelor's in Computer Science,Mid,C# Developer
STU0998,"Swift, iOS, Xcode, UI/UX",Bachelor's in Computer Science,Entry,Mobile Developer
STU0999,"Network Security, Ethical Hacking, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer
STU1000,"Agile, JIRA, Stakeholder Management",Master's in Business Administration,Mid,Software Project Manager
